Gene ID/title,logFC,adj.P.Val,"LEC control, rep1","LEC control, rep2","LEC control, rep3","LEC control, rep4","LEC control, rep5","LEC control, rep6","LEC KSHV 72h, rep1","LEC KSHV 72h, rep2","LEC KSHV 72h, rep3","LEC KSHV 72h, rep4","LEC KSHV 72h, rep5","LEC KSHV 72h, rep6"
4312,8.6748,3.8861e-21,4.3596,4.5544,4.4692,4.6885,4.4268,4.3076,13.276,13.077,13.165,13.094,13.156,13.086
81606,6.2549,5.4599e-18,4.8841,5.0933,5.1160,5.4438,5.1503,5.1231,11.438,11.413,11.518,11.265,11.298,11.408
5367,6.2385,5.0743e-17,5.4718,5.9010,5.7475,5.6433,5.9349,5.6616,12.119,12.126,12.057,11.656,11.832,12.002
81848,4.0592,5.0743e-17,7.0143,7.1955,7.0218,6.9099,6.9940,7.0626,10.949,11.048,11.258,11.135,11.034,11.130
5999,-4.1225,3.2814e-16,11.392,11.483,11.462,11.499,11.519,11.812,7.5041,7.4924,7.2673,7.3008,7.3851,7.4819
11080,-2.3538,4.7033e-16,11.178,11.125,11.077,11.181,11.189,11.150,8.8300,8.7684,8.8273,8.7256,8.8363,8.7887
6781,3.6783,5.3564e-16,7.7419,7.7043,7.6569,8.0034,7.9514,7.8831,11.594,11.438,11.371,11.512,11.536,11.560
7076,2.4093,6.1732e-16,11.596,11.601,11.577,11.562,11.564,11.553,13.992,13.961,14.063,13.869,13.963,14.061
760,4.8026,6.9449e-16,8.2042,7.6427,7.8867,7.9030,7.7326,7.7754,12.641,12.686,12.904,12.469,12.595,12.665
2321,3.4340,1.1311e-15,6.5853,6.5792,6.5545,6.4453,6.6374,6.3070,10.040,10.006,10.075,9.8374,9.7985,9.9561
1604,3.2972,2.3458e-15,9.4539,9.3330,9.3315,9.1816,9.1190,9.0729,12.564,12.469,12.452,12.592,12.670,12.528
3142,3.8863,3.1429e-15,6.1828,6.0663,6.0325,6.2805,6.1358,6.6052,10.085,10.174,10.163,10.065,10.060,10.075
8644,-3.6111,1.0616e-14,9.9646,9.9179,9.9099,9.7526,9.6902,9.7182,6.2904,6.2746,6.1211,5.9002,6.2570,6.4436
4860,2.2361,1.0887e-14,10.726,10.605,10.722,10.793,10.917,10.807,13.027,13.003,12.957,12.969,13.026,13.003
55859,-2.5704,1.3936e-14,9.5514,9.6941,9.6734,9.9585,9.7467,9.6429,7.1421,7.1291,7.0936,7.1590,7.2137,7.1071
64399,-2.7908,1.7515e-14,10.183,10.092,10.177,9.9291,9.9370,10.044,7.1035,7.1693,7.4395,7.2934,7.2460,7.3660
57088,-4.0028,1.8248e-14,11.555,11.420,11.536,11.224,11.296,11.301,7.4979,7.3903,7.6242,7.0298,7.2105,7.5625
359845,2.9276,2.2856e-14,8.4773,8.5283,8.5272,8.4601,8.3321,8.0549,11.276,11.301,11.344,11.351,11.360,11.313
161742,2.5370,3.3165e-14,7.0451,6.7748,6.9053,7.0845,6.9571,6.8834,9.4677,9.3418,9.6726,9.5072,9.4426,9.4401
116441,2.0997,3.5916e-14,9.7331,9.7366,9.7043,9.5358,9.5157,9.5629,11.710,11.669,11.830,11.707,11.724,11.748
6617,-2.2472,4.4618e-14,10.286,10.291,10.199,10.449,10.334,10.258,8.0725,7.9658,8.0719,8.1326,8.1932,7.8982
1404,2.8257,4.4618e-14,8.1725,8.1346,8.4028,8.0289,8.1034,8.0049,10.861,10.858,10.888,11.104,11.138,10.953
22795,3.7542,5.6764e-14,7.9764,8.0458,7.9399,7.8390,7.8195,7.4455,11.644,11.728,11.809,11.361,11.410,11.639
83483,4.1893,5.6764e-14,8.3439,7.7395,8.1005,7.8053,7.6451,7.8263,12.199,12.249,12.251,11.878,11.890,12.129
285,3.9907,6.3435e-14,8.9356,8.9787,8.8897,8.6661,8.6792,8.1966,12.760,12.717,12.846,12.659,12.651,12.657
64332,2.3534,1.1731e-13,8.2322,8.2061,8.0619,8.2733,8.3502,8.0133,10.385,10.500,10.678,10.502,10.607,10.584
8727,-2.1467,1.3448e-13,10.685,10.734,10.859,10.598,10.570,10.635,8.5116,8.4928,8.4028,8.4990,8.6918,8.6019
5906,2.7145,1.9205e-13,7.2767,7.3262,7.2187,7.0054,6.8920,6.9473,9.9548,9.8196,9.6786,9.8067,9.9044,9.7894
22800,-1.6323,2.1377e-13,10.749,10.697,10.730,10.842,10.831,10.800,9.2712,9.0844,9.0941,9.1021,9.1886,9.1140
8436,-2.1316,2.2224e-13,10.093,9.9196,10.040,10.046,9.9570,10.152,7.7589,7.9146,8.1120,7.9045,7.7827,7.9453
6515,1.8334,2.6344e-13,8.0482,7.9701,8.1161,7.9538,7.9630,7.7874,9.8490,9.7177,9.8070,9.7942,9.8726,9.7984
340061,1.6522,2.8229e-13,9.2900,9.1495,9.2571,9.1924,9.2204,9.0337,10.794,10.863,10.859,10.782,10.854,10.905
51465,2.1597,2.9930e-13,8.1325,7.9190,8.1998,8.1004,8.0399,8.0408,10.259,10.326,10.412,10.106,10.066,10.221
5806,-4.4114,3.9143e-13,11.848,11.931,11.864,12.040,11.926,12.182,7.7465,7.7786,7.8681,6.9328,7.2671,7.7287
7128,2.1774,8.1156e-13,7.4775,7.4610,7.5241,7.3337,7.3189,7.3777,9.6005,9.2788,9.7351,9.6796,9.6211,9.6425
122786,-1.8357,8.4347e-13,11.055,11.038,11.149,10.997,10.988,11.145,9.3233,9.2209,9.3959,9.0833,9.0915,9.2435
10203,2.2833,1.0348e-12,8.9554,8.8829,8.9618,8.6930,8.6335,8.8410,11.172,11.160,11.332,10.961,10.951,11.092
51294,2.0387,1.1088e-12,7.5085,7.7763,7.7082,7.6925,7.6711,7.6033,9.7427,9.8165,9.7817,9.5404,9.4923,9.8185
2114,2.2590,1.1094e-12,7.1575,6.9943,7.1075,7.0522,7.0915,6.8450,9.4247,9.2283,9.5476,9.1404,9.1387,9.3219
8613,3.3716,1.1114e-12,8.3577,8.1469,8.3273,7.7295,7.6425,8.1718,11.510,11.541,11.479,11.287,11.383,11.405
57477,1.6557,1.1114e-12,7.4190,7.1989,7.4796,7.3017,7.3915,7.2819,8.9574,8.9991,9.1267,8.9837,8.9130,9.0267
2273,-1.5420,1.2089e-12,10.280,10.139,10.203,10.058,10.022,10.089,8.5971,8.5583,8.6875,8.5445,8.5329,8.6190
57687,1.6097,1.2499e-12,8.0893,8.0912,8.0860,8.0899,8.0932,8.1422,9.7672,9.5732,9.5655,9.8382,9.8213,9.6847
182,1.7974,1.6224e-12,7.6996,7.7706,7.8700,7.8916,7.8739,7.6122,9.5764,9.3924,9.5932,9.6593,9.6564,9.6248
8804,2.0468,1.8526e-12,9.1348,8.7690,9.0316,9.0363,9.0395,8.9997,11.070,11.150,11.243,10.858,10.966,11.005
4053,-1.6666,2.3615e-12,10.679,10.564,10.850,10.631,10.605,10.695,8.9335,9.1003,9.1335,8.9318,8.8994,9.0266
558,-1.3862,3.6884e-12,9.7121,9.9666,9.8315,9.9026,9.7968,9.9079,8.5173,8.3828,8.4962,8.4171,8.4742,8.5129
54407,-1.3842,3.7043e-12,12.692,12.707,12.757,12.605,12.600,12.588,11.317,11.279,11.394,11.234,11.153,11.266
493869,1.3483,6.4602e-12,9.5977,9.5093,9.6447,9.5500,9.5502,9.6534,10.968,11.011,11.024,10.780,10.867,10.945
27063,-3.5199,7.4580e-12,9.8983,10.025,9.6513,10.479,10.522,9.9985,6.4770,6.3721,6.4333,6.6040,6.6762,6.8917
4643,1.6209,8.9954e-12,7.5897,7.5661,7.4605,7.4395,7.4575,7.3502,9.0671,9.2188,9.2481,8.9728,8.9342,9.1481
4319,3.9949,9.0940e-12,7.2267,7.1767,6.8912,7.2209,6.9260,6.1501,11.109,10.563,10.925,11.038,11.040,10.885
8553,1.6555,1.5538e-11,7.3184,7.1222,7.1576,7.4535,7.4382,7.3561,8.8417,8.9420,8.9058,9.0058,9.1263,8.9578
10974,-1.9375,1.7426e-11,9.3165,9.2914,9.3496,9.6447,9.5710,9.7205,7.6098,7.5822,7.3589,7.5704,7.5056,7.6421
81888,-1.5742,1.7426e-11,9.5642,9.6042,9.5511,9.3522,9.3091,9.3716,7.9012,7.9334,7.7662,7.7648,7.9516,7.9896
23670,2.4491,1.8780e-11,9.0267,9.0536,9.0495,8.8661,8.7472,8.3716,11.313,11.271,11.485,11.239,11.213,11.289
253558,1.3114,1.8962e-11,8.4431,8.3483,8.5311,8.3868,8.3377,8.2950,9.8177,9.5652,9.7017,9.6524,9.7174,9.7559
152007,-1.4807,2.0786e-11,10.254,10.326,10.294,10.168,10.149,10.216,8.8085,8.9694,8.7996,8.6300,8.6216,8.6939
144195///6515,1.5587,2.0969e-11,8.5103,8.6376,8.5046,8.3392,8.3612,8.2703,10.160,10.021,9.9213,9.9366,9.9674,9.9695
22885,-1.0428,2.1894e-11,9.7990,9.7545,9.8520,9.7552,9.7849,9.8834,8.7236,8.6912,8.8225,8.8231,8.7456,8.7662
7025,-1.9508,2.1911e-11,9.3293,9.2089,8.9631,8.9304,8.8508,8.9936,7.1486,6.9668,7.1032,7.2959,7.0781,6.9785
2113,1.3368,2.2717e-11,8.9785,9.0868,9.0842,8.9245,8.9477,9.1460,10.461,10.366,10.446,10.309,10.210,10.396
10625,1.8645,2.2803e-11,7.7920,7.5019,7.5661,7.7240,7.7893,7.5988,9.5082,9.4954,9.7849,9.3568,9.3565,9.6575
22918,1.1855,2.2803e-11,11.004,10.987,11.059,11.025,10.980,11.102,12.229,12.138,12.354,12.191,12.093,12.264
8291,1.2534,2.3444e-11,10.293,10.320,10.446,10.369,10.352,10.316,11.625,11.593,11.786,11.544,11.478,11.591
7837,1.4350,2.4163e-11,10.870,10.858,10.977,10.860,10.899,10.639,12.312,12.341,12.391,12.187,12.152,12.329
306,-1.9240,2.8934e-11,9.6370,9.3541,9.6297,9.8710,9.8086,9.9170,7.7552,7.7217,7.8426,7.7915,7.6720,7.8905
6675,-2.3168,3.5998e-11,11.009,11.022,10.925,11.233,11.247,11.333,8.8169,8.5839,8.5547,8.9913,9.1504,8.7715
5154,1.4277,3.9071e-11,7.9707,8.0249,7.8875,8.0377,7.9882,7.9835,9.4566,9.5462,9.4703,9.1699,9.3007,9.5147
4121,1.4815,4.1450e-11,8.3182,8.3338,8.2866,8.2282,8.0539,8.3809,9.7383,9.5254,9.8123,9.8272,9.8300,9.7572
375295,-1.0718,4.4004e-11,9.2700,9.2621,9.3500,9.3116,9.2960,9.4363,8.3806,8.2336,8.2420,8.2216,8.1823,8.2354
4323,1.5749,5.0136e-11,9.2036,9.2254,9.3202,9.5516,9.5239,9.2419,10.777,10.854,10.929,11.031,11.010,10.915
2274,-1.3844,6.1124e-11,11.159,11.070,11.051,11.024,10.990,11.009,9.7026,9.5711,9.4690,9.6753,9.8946,9.6836
23294,-1.2985,6.1888e-11,9.1400,8.9259,9.2152,8.9551,8.9635,9.1202,7.8324,7.6511,7.7886,7.7033,7.7235,7.8296
1075,-1.0350,6.3621e-11,8.9531,8.8812,8.9099,9.0003,8.8099,8.7891,7.8199,7.8376,7.8287,7.8334,7.8777,7.9364
7980,1.2775,6.5178e-11,10.609,10.681,10.437,10.549,10.471,10.623,11.713,11.779,11.970,11.885,11.925,11.762
3615,-0.98495,7.4590e-11,11.242,11.209,11.391,11.221,11.287,11.228,10.297,10.244,10.205,10.294,10.278,10.352
3632,1.3346,7.9578e-11,8.0616,7.9091,7.9752,8.0457,7.7356,8.0362,9.2978,9.3820,9.3663,9.1677,9.2105,9.3470
2318,-1.4053,8.0500e-11,9.6591,9.6551,9.7581,9.7681,9.6855,9.8878,8.2924,8.1516,8.2455,8.4037,8.5520,8.3367
23179,1.6710,8.0500e-11,8.4265,7.9549,8.4096,8.1982,8.2497,8.0183,9.9173,9.8012,9.9888,9.8378,9.8314,9.9066
90952,1.2356,8.1042e-11,9.8288,9.7755,9.7353,9.9576,9.8487,9.6061,10.938,10.984,11.125,11.027,11.073,11.018
64207,2.1633,9.5361e-11,9.3390,9.3974,9.4566,9.2012,9.2571,8.7109,11.537,11.442,11.378,11.238,11.351,11.397
2202,-1.9905,1.1297e-10,10.863,11.230,11.282,10.943,11.155,10.708,9.1035,9.1505,9.1157,8.8033,8.9488,9.1176
10455,-1.0145,1.1418e-10,10.129,10.116,10.184,10.204,10.273,10.043,9.2017,9.1484,9.0505,9.1776,9.1857,9.0980
57228,1.2235,1.1424e-10,8.2770,8.0867,8.0727,8.1708,7.9599,7.9309,9.2778,9.2942,9.2417,9.3084,9.3968,9.3201
10630,1.0448,1.1565e-10,8.2752,8.1216,8.1654,8.1065,8.0899,8.2567,9.2073,9.1327,9.1750,9.3294,9.2581,9.1816
115207,-2.0161,1.1565e-10,11.652,11.661,11.723,11.373,11.282,11.245,9.6092,9.5902,9.6488,9.2971,9.2729,9.4211
1847,1.9580,1.1896e-10,8.9052,8.7534,8.6683,9.0738,8.9180,9.0271,10.840,10.477,10.823,11.092,10.997,10.864
3995,-1.0128,1.2924e-10,9.9397,9.8862,9.8829,9.8370,9.8497,10.041,8.9215,8.9894,8.9318,8.8154,8.8244,8.8774
5604,0.99348,1.3081e-10,10.824,10.828,10.855,10.993,10.986,10.896,11.837,11.823,11.938,11.925,11.967,11.854
9232,-1.0730,1.3943e-10,11.530,11.495,11.569,11.516,11.534,11.583,10.623,10.359,10.343,10.439,10.558,10.468
4616,-1.2708,1.4088e-10,9.1172,9.0520,9.1725,9.0207,9.0525,8.9628,8.0144,7.8885,7.7386,7.7087,7.6583,7.7441
8544,-1.8152,1.4409e-10,10.428,10.322,10.417,10.106,10.161,10.215,8.5906,8.6061,8.7145,8.2631,8.2312,8.3521
10602,1.0143,1.6073e-10,8.6070,8.6499,8.6030,8.6543,8.5591,8.7251,9.6597,9.6212,9.8183,9.5902,9.5799,9.6148
7168,-0.97091,1.7649e-10,8.5968,8.5451,8.5598,8.5819,8.5972,8.5571,7.5368,7.7231,7.6730,7.4655,7.5735,7.6405
7026,-1.3241,1.8064e-10,9.0104,8.6627,8.8228,8.8429,8.6091,8.6956,7.4074,7.4424,7.5897,7.4362,7.3624,7.4607
2317,-1.1714,1.8492e-10,10.194,10.202,10.459,10.161,10.086,10.297,9.0445,9.0198,9.1314,9.1148,9.0174,9.0438
2615,2.0702,2.3355e-10,8.9186,8.8347,8.8410,8.3537,8.2997,8.4293,10.742,10.502,10.741,10.676,10.686,10.751
537,0.90337,2.4305e-10,10.444,10.273,10.390,10.479,10.347,10.408,11.301,11.302,11.350,11.223,11.255,11.330
91663,1.1773,2.4314e-10,9.4468,9.4425,9.4894,9.6469,9.4170,9.3066,10.495,10.556,10.639,10.706,10.689,10.728
10252,1.4191,2.4878e-10,8.3749,8.3509,8.2937,8.0777,8.0476,8.2516,9.5955,9.4476,9.6378,9.6569,9.7963,9.7770
3716,0.98583,2.5097e-10,7.8762,7.7755,7.8266,7.9385,7.8791,7.9925,8.9363,8.8133,8.9671,8.8207,8.7849,8.8811
90355,-1.2979,2.5281e-10,8.9133,8.8375,8.8144,9.0676,8.9225,9.0502,7.5447,7.4974,7.5785,7.6917,7.6438,7.8620
23136,-0.98258,2.6159e-10,9.9837,9.9779,9.9600,10.079,10.062,10.045,8.9955,8.8836,9.1399,9.1147,9.0747,9.0034
10134,0.77425,2.7679e-10,11.647,11.596,11.616,11.596,11.594,11.700,12.386,12.398,12.389,12.350,12.435,12.437
7280,-0.92334,3.0132e-10,10.677,10.754,10.725,10.897,10.826,10.857,9.9179,9.8425,9.7914,9.8812,9.9018,9.8611
100288911,-1.4294,3.0810e-10,8.9932,8.7440,8.9335,8.9313,8.7709,8.7912,7.3691,7.6089,7.6136,7.2194,7.2897,7.4867
7538,1.1917,3.1972e-10,7.9537,8.1478,7.8931,8.1361,8.0192,8.2822,9.3157,9.2287,9.2919,9.2624,9.1774,9.3063
5420,1.2107,3.2977e-10,11.692,11.523,11.826,11.587,11.535,11.461,12.820,12.700,12.887,12.923,12.753,12.805
11082,1.9183,3.3167e-10,10.642,10.118,10.381,10.735,10.854,10.449,12.468,12.382,12.480,12.450,12.584,12.325
79709,0.92491,3.3179e-10,9.4601,9.3794,9.3370,9.5153,9.3952,9.4048,10.267,10.284,10.423,10.422,10.269,10.377
6405,1.2744,3.4128e-10,9.2564,9.1421,9.4945,9.3058,9.2141,9.5320,10.533,10.497,10.656,10.647,10.633,10.626
83478,0.99560,3.6590e-10,8.2358,8.1323,8.1155,8.3145,8.3204,8.0558,9.2492,9.2107,9.1956,9.1537,9.1696,9.1690
5351,1.0424,4.2817e-10,9.8171,9.6840,9.7959,9.7990,9.6720,9.8986,10.817,10.790,10.980,10.779,10.695,10.860
10626,-0.95690,4.3005e-10,9.2101,9.2866,9.3730,9.1924,9.2025,9.1911,8.3103,8.2087,8.1717,8.3083,8.3159,8.3992
481,1.0440,4.6602e-10,10.398,10.381,10.366,10.519,10.436,10.257,11.408,11.380,11.612,11.352,11.381,11.488
1000,-0.94997,5.0696e-10,9.0747,9.0467,9.0925,9.2773,9.0756,9.1306,8.0385,8.1904,8.2379,8.1856,8.2196,8.1257
9590,0.96890,5.2239e-10,8.5876,8.6073,8.6944,8.7044,8.6360,8.7472,9.6170,9.5026,9.5676,9.7534,9.7396,9.6101
55959,1.9886,5.8510e-10,8.4427,8.1429,8.1981,8.2433,7.9967,7.7967,10.172,10.271,10.420,9.8458,9.9148,10.128
7805,0.70600,7.0010e-10,11.007,10.966,11.018,10.968,10.991,11.059,11.688,11.745,11.726,11.654,11.697,11.734
100505385///29970,0.94470,7.5665e-10,9.0667,9.0127,8.9750,9.0679,9.1448,8.8820,9.9938,10.020,10.008,9.8423,9.9215,10.032
9448,0.85025,7.6607e-10,8.8349,8.7327,8.7645,8.8762,8.8003,8.6452,9.6160,9.5523,9.6978,9.6150,9.6472,9.6271
221395,2.3219,7.7399e-10,8.5109,8.5224,8.5895,8.0335,8.0254,8.0296,10.835,10.744,10.851,10.307,10.314,10.592
6386,-0.80412,7.7775e-10,12.092,12.189,12.106,12.106,12.161,12.132,11.445,11.346,11.355,11.253,11.247,11.314
4208,1.3502,8.2872e-10,8.2505,8.2512,8.1906,8.1917,8.0569,8.4029,9.6012,9.7111,9.8176,9.4367,9.3847,9.4933
55536,-1.4274,8.5990e-10,9.6767,9.2236,9.7656,9.7258,9.6438,9.4592,8.2303,8.1415,8.0249,8.1849,8.1943,8.1545
2828,1.2037,1.0097e-9,8.1009,8.0416,8.2667,8.4498,8.3889,8.1516,9.4864,9.3479,9.4320,9.5302,9.3759,9.4493
80712,-2.4750,1.0737e-9,9.0521,8.8595,9.3921,9.6858,9.5939,9.4543,7.0623,6.4151,6.7184,6.9866,7.1111,6.8939
54567,1.5894,1.0903e-9,8.1720,8.3015,8.2302,7.9574,7.8768,7.8758,9.4328,9.8735,9.8148,9.6521,9.5173,9.6594
27075,0.86155,1.1591e-9,10.358,10.401,10.300,10.279,10.302,10.200,11.217,11.084,11.165,11.185,11.281,11.078
9019,0.71542,1.1872e-9,8.5152,8.5500,8.4997,8.4992,8.5184,8.5280,9.3233,9.1808,9.2504,9.1704,9.1998,9.2783
284996,0.84911,1.3377e-9,8.9392,8.8355,8.9365,9.0287,8.9276,9.0381,9.7961,9.7090,9.7480,9.8515,9.9092,9.7864
533,0.85742,1.4136e-9,9.9335,9.9188,9.8999,10.081,10.022,10.061,10.890,10.824,10.744,10.780,10.922,10.902
6303,1.5595,1.5087e-9,10.221,10.164,10.184,10.164,10.222,10.031,11.733,11.961,11.966,11.332,11.562,11.790
3601,1.3515,1.5882e-9,7.8413,7.7580,7.5281,7.3977,7.7109,7.4614,8.9343,8.9778,9.0202,8.7804,8.9456,9.1481
7851,1.4114,1.6554e-9,8.9830,8.8662,9.1347,9.1592,8.9881,9.1657,10.472,10.195,10.306,10.701,10.642,10.448
1123,-0.95607,1.6554e-9,8.6856,8.9117,8.8235,8.7883,8.6881,8.7524,7.7431,7.7923,7.7404,7.7542,7.8968,7.9866
5228,0.85967,1.6556e-9,8.3598,8.2995,8.2154,8.3606,8.3627,8.4647,9.1092,9.1293,9.2163,9.2057,9.2908,9.2694
9792,-0.76091,1.7798e-9,9.4627,9.3074,9.4269,9.3466,9.3966,9.2899,8.6142,8.5252,8.6340,8.6655,8.5833,8.6424
2222,-0.71596,1.8028e-9,9.7270,9.7807,9.8172,9.7395,9.7756,9.6506,9.0774,8.9687,9.0358,9.0706,9.0452,8.9970
8527,1.4474,1.8061e-9,8.4416,8.4217,8.4513,8.2908,8.4185,8.2280,9.6932,9.9181,10.137,9.6351,9.5837,9.9696
30001,0.76805,1.8656e-9,9.0508,9.1078,9.0944,9.1079,9.0563,8.9706,9.7642,9.7541,9.9367,9.8172,9.8882,9.8357
11031,0.98829,1.9135e-9,9.5740,9.4968,9.5108,9.4082,9.3601,9.2478,10.383,10.464,10.553,10.357,10.337,10.434
23452,1.9853,1.9400e-9,7.9045,7.9601,7.9762,7.6677,7.7166,7.5769,9.9148,10.092,10.041,9.3731,9.4716,9.8204
11142,0.94636,1.9817e-9,10.866,10.788,10.882,10.732,10.741,10.531,11.728,11.710,11.677,11.659,11.775,11.669
390,-0.85759,2.0155e-9,10.479,10.485,10.544,10.365,10.452,10.395,9.7325,9.5751,9.4506,9.5843,9.6459,9.5861
7035,-1.3112,2.0941e-9,10.564,10.447,10.496,10.169,10.064,10.386,9.0685,9.0530,9.1863,8.9392,8.9830,9.0282
10951,-0.70517,2.3641e-9,10.408,10.413,10.376,10.398,10.386,10.374,9.7979,9.6981,9.6991,9.5787,9.6557,9.6952
131616,-0.71094,2.3653e-9,8.7227,8.7014,8.6346,8.6937,8.6806,8.8014,7.9490,7.9374,8.0149,7.9663,8.0469,8.0542
5352,-1.1581,2.5265e-9,9.8819,9.8457,9.8983,9.9486,9.9214,9.7836,8.6238,8.4730,8.6743,8.9138,8.9311,8.7148
83706,1.8848,2.5490e-9,7.5467,6.9794,7.3573,7.7516,7.3447,7.2551,9.2445,8.9771,9.1188,9.5003,9.4778,9.2252
140465,-1.2398,2.6619e-9,10.335,10.327,10.344,10.152,10.101,9.8317,8.9830,8.9627,8.9429,8.9524,8.9347,8.8753
55970,-1.0330,2.9162e-9,10.451,10.478,10.441,10.413,10.461,10.095,9.4373,9.4004,9.4050,9.3143,9.2622,9.3216
1889,0.85428,2.9162e-9,9.6936,9.6428,9.6093,9.5852,9.4102,9.6405,10.366,10.429,10.568,10.439,10.438,10.467
101928195///100996643///25902,-0.85590,3.1397e-9,9.2192,9.2339,9.2646,9.1420,9.1871,9.2540,8.4215,8.3112,8.1690,8.4491,8.4659,8.3485
23204,-0.72216,3.2846e-9,11.369,11.431,11.423,11.366,11.453,11.482,10.814,10.713,10.666,10.597,10.693,10.708
5464,-0.74347,3.3689e-9,11.769,11.746,11.695,11.826,11.788,11.820,11.032,10.933,10.987,11.065,11.159,11.009
468,-0.65301,3.6085e-9,11.603,11.558,11.642,11.623,11.525,11.551,10.987,10.903,10.860,10.944,10.941,10.948
6160,-0.93265,3.7686e-9,10.223,9.8981,9.8626,10.028,10.092,9.8995,9.0413,9.0637,9.0358,9.0965,9.0853,9.0850
3875,-1.0837,3.8311e-9,11.060,11.082,11.055,10.923,10.889,10.789,9.8048,9.8027,9.7027,9.9431,10.046,9.9971
79651,0.86769,3.9085e-9,7.9601,7.8527,7.8831,8.0233,7.8028,7.7530,8.6784,8.6336,8.8534,8.7623,8.7665,8.7871
359948,-0.61492,4.2516e-9,8.9735,8.9428,8.8832,8.8996,8.8664,8.9741,8.3172,8.3179,8.2677,8.3139,8.3056,8.3277
8507,-1.3585,4.3716e-9,8.4109,8.6626,8.5225,8.6092,8.6397,9.0321,7.4509,7.2193,7.2142,7.2479,7.1789,7.4147
10397,1.2226,4.4024e-9,8.7162,8.6195,8.8361,9.1397,8.9953,8.9961,10.028,10.005,10.120,10.219,10.104,10.162
9452,-1.1029,4.4024e-9,10.650,10.596,10.655,10.929,10.810,10.986,9.5480,9.6822,9.6429,9.7554,9.7786,9.6016
9124,-0.70639,4.4024e-9,12.758,12.682,12.780,12.698,12.675,12.730,12.073,12.060,12.097,11.908,11.958,11.990
10095,0.65777,4.4541e-9,11.892,11.879,11.911,11.872,11.877,11.835,12.448,12.546,12.619,12.481,12.527,12.591
25945,-0.94558,4.4541e-9,9.0106,8.8059,8.8923,9.0646,9.0128,8.9094,7.9529,7.8133,8.1410,8.0684,8.0531,7.9934
7852,1.8088,4.4812e-9,10.646,10.649,10.632,10.451,10.428,10.230,12.389,12.671,12.537,11.918,12.036,12.338
51155,-0.74517,4.5324e-9,10.808,10.680,10.667,10.850,10.808,10.788,10.054,10.022,9.9298,9.9848,10.113,10.026
5329,1.8549,4.5714e-9,8.3362,8.2003,8.1926,8.6538,8.5554,8.5794,10.191,9.8928,10.074,10.576,10.593,10.321
1939,-0.69353,4.6939e-9,9.8754,9.8536,9.9080,9.8134,9.7558,9.7565,9.1090,9.2101,9.1392,9.0719,9.0910,9.1804
2030,-0.84485,4.8379e-9,9.5155,9.5610,9.6427,9.6348,9.5797,9.7964,8.8525,8.8394,8.6619,8.7070,8.8339,8.7664
79742,1.3756,4.9318e-9,7.7737,7.6906,7.5906,7.4149,7.4079,7.4851,9.0209,9.1089,9.1217,8.6742,8.7130,8.9778
8412,-1.0627,4.9348e-9,9.0023,8.8330,8.8721,8.9609,8.6707,8.9307,7.6710,7.6624,7.8834,8.0095,7.8041,7.8634
118429,0.68262,5.1084e-9,7.7445,7.6814,7.7041,7.6908,7.7567,7.6396,8.3987,8.2978,8.3343,8.4118,8.3749,8.4953
10205,-0.99428,5.1752e-9,8.6127,8.8072,8.7937,8.6405,8.7206,9.0265,7.7570,7.6706,7.7436,7.7733,7.8390,7.8520
7205,-0.69098,5.2054e-9,10.624,10.633,10.612,10.669,10.595,10.476,9.8178,9.9232,9.9071,9.9269,9.9752,9.9118
2289,-0.67748,5.6892e-9,9.9873,10.024,10.004,9.9198,9.9347,9.9696,9.4203,9.3133,9.2892,9.2419,9.2177,9.2915
4360,-1.1877,5.8969e-9,9.4198,9.5158,9.7320,9.3419,9.5215,9.5187,8.5519,8.3636,8.4134,8.1431,8.1208,8.3311
1290,-1.9385,5.9990e-9,9.8167,9.6745,9.8683,9.4417,9.3461,9.7035,7.6402,7.9515,8.0962,7.3619,7.3521,7.8181
154,-1.0886,6.2714e-9,8.4195,8.6953,8.6939,8.6368,8.7039,8.8220,7.7963,7.4296,7.5621,7.4843,7.5073,7.6600
1465,-0.99898,6.8067e-9,11.043,11.149,11.135,11.320,11.198,11.165,10.175,10.051,10.030,10.320,10.365,10.075
4071,0.74618,7.3310e-9,9.0755,9.0680,9.1545,9.0079,9.0329,9.2624,9.8338,9.7770,9.8030,9.9067,9.8874,9.8702
100996792///5606,0.86024,7.5186e-9,8.6948,8.6017,8.7428,8.8088,8.7821,8.8587,9.4678,9.4854,9.6493,9.6952,9.6713,9.6814
51129,-1.6766,7.5999e-9,9.0736,8.9737,8.9223,8.8902,8.8786,9.4619,7.3957,7.6266,7.5244,7.0098,7.1435,7.4406
29015,0.84868,7.6919e-9,8.8650,8.7268,8.6958,8.9544,8.9064,8.9501,9.6448,9.6867,9.8354,9.6240,9.7182,9.6814
2335,-0.99570,7.8768e-9,10.907,10.894,10.902,10.585,10.649,10.922,9.6995,9.8083,9.8800,9.8827,9.7312,9.8825
7570,-0.67725,8.4122e-9,9.4398,9.3124,9.3826,9.3049,9.3106,9.4550,8.6901,8.6932,8.7162,8.6140,8.6522,8.7760
28951,-1.2274,8.4370e-9,8.9627,8.7198,8.8079,8.6133,8.5306,8.5114,7.4280,7.4829,7.6533,7.2478,7.3842,7.5853
81610,-1.4587,8.7788e-9,9.5577,9.6098,9.6315,9.7919,9.9496,9.7165,8.2329,7.9174,8.0535,8.5425,8.4747,8.2840
