Gene ID/title,logFC,adj.P.Val,"LEC control, rep1","LEC KSHV 72h, rep1","LEC control, rep2","LEC KSHV 72h, rep2","LEC control, rep3","LEC KSHV 72h, rep3","LEC control, rep4","LEC KSHV 72h, rep4","LEC control, rep5","LEC KSHV 72h, rep5","LEC control, rep6","LEC KSHV 72h, rep6"
4312,8.6748,3.8861e-21,4.3596,13.276,4.5544,13.077,4.4692,13.165,4.6885,13.094,4.4268,13.156,4.3076,13.086
81606,6.2549,5.4599e-18,4.8841,11.438,5.0933,11.413,5.1160,11.518,5.4438,11.265,5.1503,11.298,5.1231,11.408
5367,6.2385,5.0743e-17,5.4718,12.119,5.9010,12.126,5.7475,12.057,5.6433,11.656,5.9349,11.832,5.6616,12.002
81848,4.0592,5.0743e-17,7.0143,10.949,7.1955,11.048,7.0218,11.258,6.9099,11.135,6.9940,11.034,7.0626,11.130
5999,-4.1225,3.2814e-16,11.392,7.5041,11.483,7.4924,11.462,7.2673,11.499,7.3008,11.519,7.3851,11.812,7.4819
11080,-2.3538,4.7033e-16,11.178,8.8300,11.125,8.7684,11.077,8.8273,11.181,8.7256,11.189,8.8363,11.150,8.7887
6781,3.6783,5.3564e-16,7.7419,11.594,7.7043,11.438,7.6569,11.371,8.0034,11.512,7.9514,11.536,7.8831,11.560
7076,2.4093,6.1732e-16,11.596,13.992,11.601,13.961,11.577,14.063,11.562,13.869,11.564,13.963,11.553,14.061
760,4.8026,6.9449e-16,8.2042,12.641,7.6427,12.686,7.8867,12.904,7.9030,12.469,7.7326,12.595,7.7754,12.665
2321,3.4340,1.1311e-15,6.5853,10.040,6.5792,10.006,6.5545,10.075,6.4453,9.8374,6.6374,9.7985,6.3070,9.9561
1604,3.2972,2.3458e-15,9.4539,12.564,9.3330,12.469,9.3315,12.452,9.1816,12.592,9.1190,12.670,9.0729,12.528
3142,3.8863,3.1429e-15,6.1828,10.085,6.0663,10.174,6.0325,10.163,6.2805,10.065,6.1358,10.060,6.6052,10.075
8644,-3.6111,1.0616e-14,9.9646,6.2904,9.9179,6.2746,9.9099,6.1211,9.7526,5.9002,9.6902,6.2570,9.7182,6.4436
4860,2.2361,1.0887e-14,10.726,13.027,10.605,13.003,10.722,12.957,10.793,12.969,10.917,13.026,10.807,13.003
55859,-2.5704,1.3936e-14,9.5514,7.1421,9.6941,7.1291,9.6734,7.0936,9.9585,7.1590,9.7467,7.2137,9.6429,7.1071
64399,-2.7908,1.7515e-14,10.183,7.1035,10.092,7.1693,10.177,7.4395,9.9291,7.2934,9.9370,7.2460,10.044,7.3660
57088,-4.0028,1.8248e-14,11.555,7.4979,11.420,7.3903,11.536,7.6242,11.224,7.0298,11.296,7.2105,11.301,7.5625
359845,2.9276,2.2856e-14,8.4773,11.276,8.5283,11.301,8.5272,11.344,8.4601,11.351,8.3321,11.360,8.0549,11.313
161742,2.5370,3.3165e-14,7.0451,9.4677,6.7748,9.3418,6.9053,9.6726,7.0845,9.5072,6.9571,9.4426,6.8834,9.4401
116441,2.0997,3.5916e-14,9.7331,11.710,9.7366,11.669,9.7043,11.830,9.5358,11.707,9.5157,11.724,9.5629,11.748
6617,-2.2472,4.4618e-14,10.286,8.0725,10.291,7.9658,10.199,8.0719,10.449,8.1326,10.334,8.1932,10.258,7.8982
1404,2.8257,4.4618e-14,8.1725,10.861,8.1346,10.858,8.4028,10.888,8.0289,11.104,8.1034,11.138,8.0049,10.953
22795,3.7542,5.6764e-14,7.9764,11.644,8.0458,11.728,7.9399,11.809,7.8390,11.361,7.8195,11.410,7.4455,11.639
83483,4.1893,5.6764e-14,8.3439,12.199,7.7395,12.249,8.1005,12.251,7.8053,11.878,7.6451,11.890,7.8263,12.129
285,3.9907,6.3435e-14,8.9356,12.760,8.9787,12.717,8.8897,12.846,8.6661,12.659,8.6792,12.651,8.1966,12.657
64332,2.3534,1.1731e-13,8.2322,10.385,8.2061,10.500,8.0619,10.678,8.2733,10.502,8.3502,10.607,8.0133,10.584
8727,-2.1467,1.3448e-13,10.685,8.5116,10.734,8.4928,10.859,8.4028,10.598,8.4990,10.570,8.6918,10.635,8.6019
5906,2.7145,1.9205e-13,7.2767,9.9548,7.3262,9.8196,7.2187,9.6786,7.0054,9.8067,6.8920,9.9044,6.9473,9.7894
22800,-1.6323,2.1377e-13,10.749,9.2712,10.697,9.0844,10.730,9.0941,10.842,9.1021,10.831,9.1886,10.800,9.1140
8436,-2.1316,2.2224e-13,10.093,7.7589,9.9196,7.9146,10.040,8.1120,10.046,7.9045,9.9570,7.7827,10.152,7.9453
6515,1.8334,2.6344e-13,8.0482,9.8490,7.9701,9.7177,8.1161,9.8070,7.9538,9.7942,7.9630,9.8726,7.7874,9.7984
340061,1.6522,2.8229e-13,9.2900,10.794,9.1495,10.863,9.2571,10.859,9.1924,10.782,9.2204,10.854,9.0337,10.905
51465,2.1597,2.9930e-13,8.1325,10.259,7.9190,10.326,8.1998,10.412,8.1004,10.106,8.0399,10.066,8.0408,10.221
5806,-4.4114,3.9143e-13,11.848,7.7465,11.931,7.7786,11.864,7.8681,12.040,6.9328,11.926,7.2671,12.182,7.7287
7128,2.1774,8.1156e-13,7.4775,9.6005,7.4610,9.2788,7.5241,9.7351,7.3337,9.6796,7.3189,9.6211,7.3777,9.6425
122786,-1.8357,8.4347e-13,11.055,9.3233,11.038,9.2209,11.149,9.3959,10.997,9.0833,10.988,9.0915,11.145,9.2435
10203,2.2833,1.0348e-12,8.9554,11.172,8.8829,11.160,8.9618,11.332,8.6930,10.961,8.6335,10.951,8.8410,11.092
51294,2.0387,1.1088e-12,7.5085,9.7427,7.7763,9.8165,7.7082,9.7817,7.6925,9.5404,7.6711,9.4923,7.6033,9.8185
2114,2.2590,1.1094e-12,7.1575,9.4247,6.9943,9.2283,7.1075,9.5476,7.0522,9.1404,7.0915,9.1387,6.8450,9.3219
8613,3.3716,1.1114e-12,8.3577,11.510,8.1469,11.541,8.3273,11.479,7.7295,11.287,7.6425,11.383,8.1718,11.405
57477,1.6557,1.1114e-12,7.4190,8.9574,7.1989,8.9991,7.4796,9.1267,7.3017,8.9837,7.3915,8.9130,7.2819,9.0267
2273,-1.5420,1.2089e-12,10.280,8.5971,10.139,8.5583,10.203,8.6875,10.058,8.5445,10.022,8.5329,10.089,8.6190
57687,1.6097,1.2499e-12,8.0893,9.7672,8.0912,9.5732,8.0860,9.5655,8.0899,9.8382,8.0932,9.8213,8.1422,9.6847
182,1.7974,1.6224e-12,7.6996,9.5764,7.7706,9.3924,7.8700,9.5932,7.8916,9.6593,7.8739,9.6564,7.6122,9.6248
8804,2.0468,1.8526e-12,9.1348,11.070,8.7690,11.150,9.0316,11.243,9.0363,10.858,9.0395,10.966,8.9997,11.005
4053,-1.6666,2.3615e-12,10.679,8.9335,10.564,9.1003,10.850,9.1335,10.631,8.9318,10.605,8.8994,10.695,9.0266
558,-1.3862,3.6884e-12,9.7121,8.5173,9.9666,8.3828,9.8315,8.4962,9.9026,8.4171,9.7968,8.4742,9.9079,8.5129
54407,-1.3842,3.7043e-12,12.692,11.317,12.707,11.279,12.757,11.394,12.605,11.234,12.600,11.153,12.588,11.266
493869,1.3483,6.4602e-12,9.5977,10.968,9.5093,11.011,9.6447,11.024,9.5500,10.780,9.5502,10.867,9.6534,10.945
27063,-3.5199,7.4580e-12,9.8983,6.4770,10.025,6.3721,9.6513,6.4333,10.479,6.6040,10.522,6.6762,9.9985,6.8917
4643,1.6209,8.9954e-12,7.5897,9.0671,7.5661,9.2188,7.4605,9.2481,7.4395,8.9728,7.4575,8.9342,7.3502,9.1481
4319,3.9949,9.0940e-12,7.2267,11.109,7.1767,10.563,6.8912,10.925,7.2209,11.038,6.9260,11.040,6.1501,10.885
8553,1.6555,1.5538e-11,7.3184,8.8417,7.1222,8.9420,7.1576,8.9058,7.4535,9.0058,7.4382,9.1263,7.3561,8.9578
10974,-1.9375,1.7426e-11,9.3165,7.6098,9.2914,7.5822,9.3496,7.3589,9.6447,7.5704,9.5710,7.5056,9.7205,7.6421
81888,-1.5742,1.7426e-11,9.5642,7.9012,9.6042,7.9334,9.5511,7.7662,9.3522,7.7648,9.3091,7.9516,9.3716,7.9896
23670,2.4491,1.8780e-11,9.0267,11.313,9.0536,11.271,9.0495,11.485,8.8661,11.239,8.7472,11.213,8.3716,11.289
253558,1.3114,1.8962e-11,8.4431,9.8177,8.3483,9.5652,8.5311,9.7017,8.3868,9.6524,8.3377,9.7174,8.2950,9.7559
152007,-1.4807,2.0786e-11,10.254,8.8085,10.326,8.9694,10.294,8.7996,10.168,8.6300,10.149,8.6216,10.216,8.6939
144195///6515,1.5587,2.0969e-11,8.5103,10.160,8.6376,10.021,8.5046,9.9213,8.3392,9.9366,8.3612,9.9674,8.2703,9.9695
22885,-1.0428,2.1894e-11,9.7990,8.7236,9.7545,8.6912,9.8520,8.8225,9.7552,8.8231,9.7849,8.7456,9.8834,8.7662
7025,-1.9508,2.1911e-11,9.3293,7.1486,9.2089,6.9668,8.9631,7.1032,8.9304,7.2959,8.8508,7.0781,8.9936,6.9785
2113,1.3368,2.2717e-11,8.9785,10.461,9.0868,10.366,9.0842,10.446,8.9245,10.309,8.9477,10.210,9.1460,10.396
10625,1.8645,2.2803e-11,7.7920,9.5082,7.5019,9.4954,7.5661,9.7849,7.7240,9.3568,7.7893,9.3565,7.5988,9.6575
22918,1.1855,2.2803e-11,11.004,12.229,10.987,12.138,11.059,12.354,11.025,12.191,10.980,12.093,11.102,12.264
8291,1.2534,2.3444e-11,10.293,11.625,10.320,11.593,10.446,11.786,10.369,11.544,10.352,11.478,10.316,11.591
7837,1.4350,2.4163e-11,10.870,12.312,10.858,12.341,10.977,12.391,10.860,12.187,10.899,12.152,10.639,12.329
306,-1.9240,2.8934e-11,9.6370,7.7552,9.3541,7.7217,9.6297,7.8426,9.8710,7.7915,9.8086,7.6720,9.9170,7.8905
6675,-2.3168,3.5998e-11,11.009,8.8169,11.022,8.5839,10.925,8.5547,11.233,8.9913,11.247,9.1504,11.333,8.7715
5154,1.4277,3.9071e-11,7.9707,9.4566,8.0249,9.5462,7.8875,9.4703,8.0377,9.1699,7.9882,9.3007,7.9835,9.5147
4121,1.4815,4.1450e-11,8.3182,9.7383,8.3338,9.5254,8.2866,9.8123,8.2282,9.8272,8.0539,9.8300,8.3809,9.7572
375295,-1.0718,4.4004e-11,9.2700,8.3806,9.2621,8.2336,9.3500,8.2420,9.3116,8.2216,9.2960,8.1823,9.4363,8.2354
4323,1.5749,5.0136e-11,9.2036,10.777,9.2254,10.854,9.3202,10.929,9.5516,11.031,9.5239,11.010,9.2419,10.915
2274,-1.3844,6.1124e-11,11.159,9.7026,11.070,9.5711,11.051,9.4690,11.024,9.6753,10.990,9.8946,11.009,9.6836
23294,-1.2985,6.1888e-11,9.1400,7.8324,8.9259,7.6511,9.2152,7.7886,8.9551,7.7033,8.9635,7.7235,9.1202,7.8296
1075,-1.0350,6.3621e-11,8.9531,7.8199,8.8812,7.8376,8.9099,7.8287,9.0003,7.8334,8.8099,7.8777,8.7891,7.9364
7980,1.2775,6.5178e-11,10.609,11.713,10.681,11.779,10.437,11.970,10.549,11.885,10.471,11.925,10.623,11.762
3615,-0.98495,7.4590e-11,11.242,10.297,11.209,10.244,11.391,10.205,11.221,10.294,11.287,10.278,11.228,10.352
3632,1.3346,7.9578e-11,8.0616,9.2978,7.9091,9.3820,7.9752,9.3663,8.0457,9.1677,7.7356,9.2105,8.0362,9.3470
2318,-1.4053,8.0500e-11,9.6591,8.2924,9.6551,8.1516,9.7581,8.2455,9.7681,8.4037,9.6855,8.5520,9.8878,8.3367
23179,1.6710,8.0500e-11,8.4265,9.9173,7.9549,9.8012,8.4096,9.9888,8.1982,9.8378,8.2497,9.8314,8.0183,9.9066
90952,1.2356,8.1042e-11,9.8288,10.938,9.7755,10.984,9.7353,11.125,9.9576,11.027,9.8487,11.073,9.6061,11.018
64207,2.1633,9.5361e-11,9.3390,11.537,9.3974,11.442,9.4566,11.378,9.2012,11.238,9.2571,11.351,8.7109,11.397
2202,-1.9905,1.1297e-10,10.863,9.1035,11.230,9.1505,11.282,9.1157,10.943,8.8033,11.155,8.9488,10.708,9.1176
10455,-1.0145,1.1418e-10,10.129,9.2017,10.116,9.1484,10.184,9.0505,10.204,9.1776,10.273,9.1857,10.043,9.0980
57228,1.2235,1.1424e-10,8.2770,9.2778,8.0867,9.2942,8.0727,9.2417,8.1708,9.3084,7.9599,9.3968,7.9309,9.3201
10630,1.0448,1.1565e-10,8.2752,9.2073,8.1216,9.1327,8.1654,9.1750,8.1065,9.3294,8.0899,9.2581,8.2567,9.1816
115207,-2.0161,1.1565e-10,11.652,9.6092,11.661,9.5902,11.723,9.6488,11.373,9.2971,11.282,9.2729,11.245,9.4211
1847,1.9580,1.1896e-10,8.9052,10.840,8.7534,10.477,8.6683,10.823,9.0738,11.092,8.9180,10.997,9.0271,10.864
3995,-1.0128,1.2924e-10,9.9397,8.9215,9.8862,8.9894,9.8829,8.9318,9.8370,8.8154,9.8497,8.8244,10.041,8.8774
5604,0.99348,1.3081e-10,10.824,11.837,10.828,11.823,10.855,11.938,10.993,11.925,10.986,11.967,10.896,11.854
9232,-1.0730,1.3943e-10,11.530,10.623,11.495,10.359,11.569,10.343,11.516,10.439,11.534,10.558,11.583,10.468
4616,-1.2708,1.4088e-10,9.1172,8.0144,9.0520,7.8885,9.1725,7.7386,9.0207,7.7087,9.0525,7.6583,8.9628,7.7441
8544,-1.8152,1.4409e-10,10.428,8.5906,10.322,8.6061,10.417,8.7145,10.106,8.2631,10.161,8.2312,10.215,8.3521
10602,1.0143,1.6073e-10,8.6070,9.6597,8.6499,9.6212,8.6030,9.8183,8.6543,9.5902,8.5591,9.5799,8.7251,9.6148
7168,-0.97091,1.7649e-10,8.5968,7.5368,8.5451,7.7231,8.5598,7.6730,8.5819,7.4655,8.5972,7.5735,8.5571,7.6405
7026,-1.3241,1.8064e-10,9.0104,7.4074,8.6627,7.4424,8.8228,7.5897,8.8429,7.4362,8.6091,7.3624,8.6956,7.4607
2317,-1.1714,1.8492e-10,10.194,9.0445,10.202,9.0198,10.459,9.1314,10.161,9.1148,10.086,9.0174,10.297,9.0438
2615,2.0702,2.3355e-10,8.9186,10.742,8.8347,10.502,8.8410,10.741,8.3537,10.676,8.2997,10.686,8.4293,10.751
537,0.90337,2.4305e-10,10.444,11.301,10.273,11.302,10.390,11.350,10.479,11.223,10.347,11.255,10.408,11.330
91663,1.1773,2.4314e-10,9.4468,10.495,9.4425,10.556,9.4894,10.639,9.6469,10.706,9.4170,10.689,9.3066,10.728
10252,1.4191,2.4878e-10,8.3749,9.5955,8.3509,9.4476,8.2937,9.6378,8.0777,9.6569,8.0476,9.7963,8.2516,9.7770
3716,0.98583,2.5097e-10,7.8762,8.9363,7.7755,8.8133,7.8266,8.9671,7.9385,8.8207,7.8791,8.7849,7.9925,8.8811
90355,-1.2979,2.5281e-10,8.9133,7.5447,8.8375,7.4974,8.8144,7.5785,9.0676,7.6917,8.9225,7.6438,9.0502,7.8620
23136,-0.98258,2.6159e-10,9.9837,8.9955,9.9779,8.8836,9.9600,9.1399,10.079,9.1147,10.062,9.0747,10.045,9.0034
10134,0.77425,2.7679e-10,11.647,12.386,11.596,12.398,11.616,12.389,11.596,12.350,11.594,12.435,11.700,12.437
7280,-0.92334,3.0132e-10,10.677,9.9179,10.754,9.8425,10.725,9.7914,10.897,9.8812,10.826,9.9018,10.857,9.8611
100288911,-1.4294,3.0810e-10,8.9932,7.3691,8.7440,7.6089,8.9335,7.6136,8.9313,7.2194,8.7709,7.2897,8.7912,7.4867
7538,1.1917,3.1972e-10,7.9537,9.3157,8.1478,9.2287,7.8931,9.2919,8.1361,9.2624,8.0192,9.1774,8.2822,9.3063
5420,1.2107,3.2977e-10,11.692,12.820,11.523,12.700,11.826,12.887,11.587,12.923,11.535,12.753,11.461,12.805
11082,1.9183,3.3167e-10,10.642,12.468,10.118,12.382,10.381,12.480,10.735,12.450,10.854,12.584,10.449,12.325
79709,0.92491,3.3179e-10,9.4601,10.267,9.3794,10.284,9.3370,10.423,9.5153,10.422,9.3952,10.269,9.4048,10.377
6405,1.2744,3.4128e-10,9.2564,10.533,9.1421,10.497,9.4945,10.656,9.3058,10.647,9.2141,10.633,9.5320,10.626
83478,0.99560,3.6590e-10,8.2358,9.2492,8.1323,9.2107,8.1155,9.1956,8.3145,9.1537,8.3204,9.1696,8.0558,9.1690
5351,1.0424,4.2817e-10,9.8171,10.817,9.6840,10.790,9.7959,10.980,9.7990,10.779,9.6720,10.695,9.8986,10.860
10626,-0.95690,4.3005e-10,9.2101,8.3103,9.2866,8.2087,9.3730,8.1717,9.1924,8.3083,9.2025,8.3159,9.1911,8.3992
481,1.0440,4.6602e-10,10.398,11.408,10.381,11.380,10.366,11.612,10.519,11.352,10.436,11.381,10.257,11.488
1000,-0.94997,5.0696e-10,9.0747,8.0385,9.0467,8.1904,9.0925,8.2379,9.2773,8.1856,9.0756,8.2196,9.1306,8.1257
9590,0.96890,5.2239e-10,8.5876,9.6170,8.6073,9.5026,8.6944,9.5676,8.7044,9.7534,8.6360,9.7396,8.7472,9.6101
55959,1.9886,5.8510e-10,8.4427,10.172,8.1429,10.271,8.1981,10.420,8.2433,9.8458,7.9967,9.9148,7.7967,10.128
7805,0.70600,7.0010e-10,11.007,11.688,10.966,11.745,11.018,11.726,10.968,11.654,10.991,11.697,11.059,11.734
100505385///29970,0.94470,7.5665e-10,9.0667,9.9938,9.0127,10.020,8.9750,10.008,9.0679,9.8423,9.1448,9.9215,8.8820,10.032
9448,0.85025,7.6607e-10,8.8349,9.6160,8.7327,9.5523,8.7645,9.6978,8.8762,9.6150,8.8003,9.6472,8.6452,9.6271
221395,2.3219,7.7399e-10,8.5109,10.835,8.5224,10.744,8.5895,10.851,8.0335,10.307,8.0254,10.314,8.0296,10.592
6386,-0.80412,7.7775e-10,12.092,11.445,12.189,11.346,12.106,11.355,12.106,11.253,12.161,11.247,12.132,11.314
4208,1.3502,8.2872e-10,8.2505,9.6012,8.2512,9.7111,8.1906,9.8176,8.1917,9.4367,8.0569,9.3847,8.4029,9.4933
55536,-1.4274,8.5990e-10,9.6767,8.2303,9.2236,8.1415,9.7656,8.0249,9.7258,8.1849,9.6438,8.1943,9.4592,8.1545
2828,1.2037,1.0097e-9,8.1009,9.4864,8.0416,9.3479,8.2667,9.4320,8.4498,9.5302,8.3889,9.3759,8.1516,9.4493
80712,-2.4750,1.0737e-9,9.0521,7.0623,8.8595,6.4151,9.3921,6.7184,9.6858,6.9866,9.5939,7.1111,9.4543,6.8939
54567,1.5894,1.0903e-9,8.1720,9.4328,8.3015,9.8735,8.2302,9.8148,7.9574,9.6521,7.8768,9.5173,7.8758,9.6594
27075,0.86155,1.1591e-9,10.358,11.217,10.401,11.084,10.300,11.165,10.279,11.185,10.302,11.281,10.200,11.078
9019,0.71542,1.1872e-9,8.5152,9.3233,8.5500,9.1808,8.4997,9.2504,8.4992,9.1704,8.5184,9.1998,8.5280,9.2783
284996,0.84911,1.3377e-9,8.9392,9.7961,8.8355,9.7090,8.9365,9.7480,9.0287,9.8515,8.9276,9.9092,9.0381,9.7864
533,0.85742,1.4136e-9,9.9335,10.890,9.9188,10.824,9.8999,10.744,10.081,10.780,10.022,10.922,10.061,10.902
6303,1.5595,1.5087e-9,10.221,11.733,10.164,11.961,10.184,11.966,10.164,11.332,10.222,11.562,10.031,11.790
3601,1.3515,1.5882e-9,7.8413,8.9343,7.7580,8.9778,7.5281,9.0202,7.3977,8.7804,7.7109,8.9456,7.4614,9.1481
7851,1.4114,1.6554e-9,8.9830,10.472,8.8662,10.195,9.1347,10.306,9.1592,10.701,8.9881,10.642,9.1657,10.448
1123,-0.95607,1.6554e-9,8.6856,7.7431,8.9117,7.7923,8.8235,7.7404,8.7883,7.7542,8.6881,7.8968,8.7524,7.9866
5228,0.85967,1.6556e-9,8.3598,9.1092,8.2995,9.1293,8.2154,9.2163,8.3606,9.2057,8.3627,9.2908,8.4647,9.2694
9792,-0.76091,1.7798e-9,9.4627,8.6142,9.3074,8.5252,9.4269,8.6340,9.3466,8.6655,9.3966,8.5833,9.2899,8.6424
2222,-0.71596,1.8028e-9,9.7270,9.0774,9.7807,8.9687,9.8172,9.0358,9.7395,9.0706,9.7756,9.0452,9.6506,8.9970
8527,1.4474,1.8061e-9,8.4416,9.6932,8.4217,9.9181,8.4513,10.137,8.2908,9.6351,8.4185,9.5837,8.2280,9.9696
30001,0.76805,1.8656e-9,9.0508,9.7642,9.1078,9.7541,9.0944,9.9367,9.1079,9.8172,9.0563,9.8882,8.9706,9.8357
11031,0.98829,1.9135e-9,9.5740,10.383,9.4968,10.464,9.5108,10.553,9.4082,10.357,9.3601,10.337,9.2478,10.434
23452,1.9853,1.9400e-9,7.9045,9.9148,7.9601,10.092,7.9762,10.041,7.6677,9.3731,7.7166,9.4716,7.5769,9.8204
11142,0.94636,1.9817e-9,10.866,11.728,10.788,11.710,10.882,11.677,10.732,11.659,10.741,11.775,10.531,11.669
390,-0.85759,2.0155e-9,10.479,9.7325,10.485,9.5751,10.544,9.4506,10.365,9.5843,10.452,9.6459,10.395,9.5861
7035,-1.3112,2.0941e-9,10.564,9.0685,10.447,9.0530,10.496,9.1863,10.169,8.9392,10.064,8.9830,10.386,9.0282
10951,-0.70517,2.3641e-9,10.408,9.7979,10.413,9.6981,10.376,9.6991,10.398,9.5787,10.386,9.6557,10.374,9.6952
131616,-0.71094,2.3653e-9,8.7227,7.9490,8.7014,7.9374,8.6346,8.0149,8.6937,7.9663,8.6806,8.0469,8.8014,8.0542
5352,-1.1581,2.5265e-9,9.8819,8.6238,9.8457,8.4730,9.8983,8.6743,9.9486,8.9138,9.9214,8.9311,9.7836,8.7148
83706,1.8848,2.5490e-9,7.5467,9.2445,6.9794,8.9771,7.3573,9.1188,7.7516,9.5003,7.3447,9.4778,7.2551,9.2252
140465,-1.2398,2.6619e-9,10.335,8.9830,10.327,8.9627,10.344,8.9429,10.152,8.9524,10.101,8.9347,9.8317,8.8753
55970,-1.0330,2.9162e-9,10.451,9.4373,10.478,9.4004,10.441,9.4050,10.413,9.3143,10.461,9.2622,10.095,9.3216
1889,0.85428,2.9162e-9,9.6936,10.366,9.6428,10.429,9.6093,10.568,9.5852,10.439,9.4102,10.438,9.6405,10.467
101928195///100996643///25902,-0.85590,3.1397e-9,9.2192,8.4215,9.2339,8.3112,9.2646,8.1690,9.1420,8.4491,9.1871,8.4659,9.2540,8.3485
23204,-0.72216,3.2846e-9,11.369,10.814,11.431,10.713,11.423,10.666,11.366,10.597,11.453,10.693,11.482,10.708
5464,-0.74347,3.3689e-9,11.769,11.032,11.746,10.933,11.695,10.987,11.826,11.065,11.788,11.159,11.820,11.009
468,-0.65301,3.6085e-9,11.603,10.987,11.558,10.903,11.642,10.860,11.623,10.944,11.525,10.941,11.551,10.948
6160,-0.93265,3.7686e-9,10.223,9.0413,9.8981,9.0637,9.8626,9.0358,10.028,9.0965,10.092,9.0853,9.8995,9.0850
3875,-1.0837,3.8311e-9,11.060,9.8048,11.082,9.8027,11.055,9.7027,10.923,9.9431,10.889,10.046,10.789,9.9971
79651,0.86769,3.9085e-9,7.9601,8.6784,7.8527,8.6336,7.8831,8.8534,8.0233,8.7623,7.8028,8.7665,7.7530,8.7871
359948,-0.61492,4.2516e-9,8.9735,8.3172,8.9428,8.3179,8.8832,8.2677,8.8996,8.3139,8.8664,8.3056,8.9741,8.3277
8507,-1.3585,4.3716e-9,8.4109,7.4509,8.6626,7.2193,8.5225,7.2142,8.6092,7.2479,8.6397,7.1789,9.0321,7.4147
10397,1.2226,4.4024e-9,8.7162,10.028,8.6195,10.005,8.8361,10.120,9.1397,10.219,8.9953,10.104,8.9961,10.162
9452,-1.1029,4.4024e-9,10.650,9.5480,10.596,9.6822,10.655,9.6429,10.929,9.7554,10.810,9.7786,10.986,9.6016
9124,-0.70639,4.4024e-9,12.758,12.073,12.682,12.060,12.780,12.097,12.698,11.908,12.675,11.958,12.730,11.990
10095,0.65777,4.4541e-9,11.892,12.448,11.879,12.546,11.911,12.619,11.872,12.481,11.877,12.527,11.835,12.591
25945,-0.94558,4.4541e-9,9.0106,7.9529,8.8059,7.8133,8.8923,8.1410,9.0646,8.0684,9.0128,8.0531,8.9094,7.9934
7852,1.8088,4.4812e-9,10.646,12.389,10.649,12.671,10.632,12.537,10.451,11.918,10.428,12.036,10.230,12.338
51155,-0.74517,4.5324e-9,10.808,10.054,10.680,10.022,10.667,9.9298,10.850,9.9848,10.808,10.113,10.788,10.026
5329,1.8549,4.5714e-9,8.3362,10.191,8.2003,9.8928,8.1926,10.074,8.6538,10.576,8.5554,10.593,8.5794,10.321
1939,-0.69353,4.6939e-9,9.8754,9.1090,9.8536,9.2101,9.9080,9.1392,9.8134,9.0719,9.7558,9.0910,9.7565,9.1804
2030,-0.84485,4.8379e-9,9.5155,8.8525,9.5610,8.8394,9.6427,8.6619,9.6348,8.7070,9.5797,8.8339,9.7964,8.7664
79742,1.3756,4.9318e-9,7.7737,9.0209,7.6906,9.1089,7.5906,9.1217,7.4149,8.6742,7.4079,8.7130,7.4851,8.9778
8412,-1.0627,4.9348e-9,9.0023,7.6710,8.8330,7.6624,8.8721,7.8834,8.9609,8.0095,8.6707,7.8041,8.9307,7.8634
118429,0.68262,5.1084e-9,7.7445,8.3987,7.6814,8.2978,7.7041,8.3343,7.6908,8.4118,7.7567,8.3749,7.6396,8.4953
10205,-0.99428,5.1752e-9,8.6127,7.7570,8.8072,7.6706,8.7937,7.7436,8.6405,7.7733,8.7206,7.8390,9.0265,7.8520
7205,-0.69098,5.2054e-9,10.624,9.8178,10.633,9.9232,10.612,9.9071,10.669,9.9269,10.595,9.9752,10.476,9.9118
2289,-0.67748,5.6892e-9,9.9873,9.4203,10.024,9.3133,10.004,9.2892,9.9198,9.2419,9.9347,9.2177,9.9696,9.2915
4360,-1.1877,5.8969e-9,9.4198,8.5519,9.5158,8.3636,9.7320,8.4134,9.3419,8.1431,9.5215,8.1208,9.5187,8.3311
1290,-1.9385,5.9990e-9,9.8167,7.6402,9.6745,7.9515,9.8683,8.0962,9.4417,7.3619,9.3461,7.3521,9.7035,7.8181
154,-1.0886,6.2714e-9,8.4195,7.7963,8.6953,7.4296,8.6939,7.5621,8.6368,7.4843,8.7039,7.5073,8.8220,7.6600
1465,-0.99898,6.8067e-9,11.043,10.175,11.149,10.051,11.135,10.030,11.320,10.320,11.198,10.365,11.165,10.075
4071,0.74618,7.3310e-9,9.0755,9.8338,9.0680,9.7770,9.1545,9.8030,9.0079,9.9067,9.0329,9.8874,9.2624,9.8702
100996792///5606,0.86024,7.5186e-9,8.6948,9.4678,8.6017,9.4854,8.7428,9.6493,8.8088,9.6952,8.7821,9.6713,8.8587,9.6814
51129,-1.6766,7.5999e-9,9.0736,7.3957,8.9737,7.6266,8.9223,7.5244,8.8902,7.0098,8.8786,7.1435,9.4619,7.4406
29015,0.84868,7.6919e-9,8.8650,9.6448,8.7268,9.6867,8.6958,9.8354,8.9544,9.6240,8.9064,9.7182,8.9501,9.6814
2335,-0.99570,7.8768e-9,10.907,9.6995,10.894,9.8083,10.902,9.8800,10.585,9.8827,10.649,9.7312,10.922,9.8825
7570,-0.67725,8.4122e-9,9.4398,8.6901,9.3124,8.6932,9.3826,8.7162,9.3049,8.6140,9.3106,8.6522,9.4550,8.7760
28951,-1.2274,8.4370e-9,8.9627,7.4280,8.7198,7.4829,8.8079,7.6533,8.6133,7.2478,8.5306,7.3842,8.5114,7.5853
81610,-1.4587,8.7788e-9,9.5577,8.2329,9.6098,7.9174,9.6315,8.0535,9.7919,8.5425,9.9496,8.4747,9.7165,8.2840
